fixed_acidity,volatile_acidity,citric_acid,residual_sugar,chlorides,free_sulfur_dioxide,density,pH,sulphates,alcohol,bound_sulfur_dioxide,quality_class
6.7,0.28,0.42,3.5,0.035,43,0.99021,3.18,0.38,12.2,62,1
7.6,0.4,0.27,1.2,0.053,23,0.99164,3.22,0.38,11.6,170,0
5.5,0.21,0.25,1.2,0.04,18,0.99006,3.31,0.56,11.3,57,1
6,0.2,0.25,2,0.041,30,0.99078,3.27,0.56,11.1,65,1
6.1,0.17,0.29,1.1,0.041,32,0.99036,3.26,0.57,11.2,60,1
7.5,0.21,0.29,1.5,0.046,35,0.99123,3.15,0.45,11.3,72,1
7.3,0.26,0.32,1.2,0.041,29,0.98978,3.07,0.45,12,65,1
6.2,0.35,0.2,18.1,0.069,33,0.99908,3.15,0.5,8.8,125,1
6.2,0.35,0.2,18.1,0.069,33,0.99908,3.15,0.5,8.8,125,1
6.5,0.43,0.31,3.6,0.046,19,0.99022,3.15,0.34,12,124,2
6.5,0.4,0.31,3.5,0.046,22,0.99024,3.15,0.31,12,125,2
7.4,0.28,0.5,12.1,0.049,48,0.9973,3.01,0.44,9,74,0
6.3,0.23,0.22,17.45,0.054,42,0.99853,3.12,0.6,9.3,109,1
6.2,0.34,0.25,12.1,0.059,33,0.99769,3.14,0.56,8.7,138,1
6,0.13,0.36,1.6,0.052,23,0.98974,3.1,0.5,11.5,49,2
6.3,0.17,0.23,5.7,0.048,44,0.99382,3.08,0.54,10,103,0
6.3,0.18,0.22,5.6,0.047,45,0.99383,3.09,0.54,10,102,0
6.7,0.31,0.34,6.8,0.059,51,0.99538,3.33,0.56,10.3,164,0
6.6,0.33,0.32,15.6,0.054,62,0.99734,3.25,0.56,10.4,165,0
6.3,0.34,0.31,6,0.02,18,0.98981,3.22,0.29,13.4,50,2
6.8,0.29,0.32,1.8,0.032,18,0.99095,3.05,0.62,11.2,112,1
7.4,0.31,0.26,8.6,0.048,47,0.9964,3.26,0.36,9.1,159,0
7.4,0.31,0.26,8.6,0.048,47,0.9964,3.26,0.36,9.1,159,0
5.7,0.25,0.27,11.5,0.04,24,0.99411,3.33,0.31,10.8,96,1
6.8,0.27,0.28,7.8,0.038,26,0.9915,3.24,0.34,12.5,63,1
7.4,0.31,0.26,8.6,0.048,47,0.9964,3.26,0.36,9.1,159,0
6.6,0.23,0.32,1.5,0.041,8,0.98949,3.22,0.39,12.7,64,1
6.8,0.18,0.35,5.4,0.054,53,0.99287,3.1,0.54,11,90,2
6.8,0.28,0.29,11.9,0.052,51,0.99544,3.02,0.58,10.4,98,1
6.8,0.28,0.29,11.9,0.052,51,0.99544,3.02,0.58,10.4,98,1
5.9,0.27,0.27,9,0.051,43,0.9941,3.25,0.53,10.7,93,1
6.1,0.25,0.28,10,0.055,56,0.994,3.22,0.35,10.9,75,1
6.8,0.28,0.29,11.9,0.052,51,0.99544,3.02,0.58,10.4,98,1
6.8,0.26,0.29,11.9,0.052,54,0.99546,3.03,0.58,10.4,106,1
7.1,0.13,0.29,15.5,0.064,56,0.99737,3.16,0.41,9.7,59.5,2
6.8,0.18,0.35,5.4,0.054,53,0.99287,3.1,0.54,11,90,2
6.2,0.2,0.25,15,0.055,8,0.99767,3.19,0.53,9.6,112,1
5.8,0.24,0.28,1.4,0.038,40,0.98711,3.1,0.29,13.9,36,2
7.6,0.48,0.31,9.4,0.046,6,0.99714,3.07,0.61,9.4,188,0
7.4,0.26,0.32,3.7,0.032,29,0.99134,3.1,0.67,12.5,164,1
6.2,0.2,0.25,15,0.055,8,0.99767,3.19,0.53,9.6,112,1
6.1,0.3,0.47,1.4,0.049,50,0.9927,3.19,0.45,9.5,137,0
6.2,0.32,0.5,6.5,0.048,61,0.9948,3.19,0.45,9.6,125,0
6.1,0.3,0.47,1.4,0.049,50,0.9927,3.19,0.45,9.5,137,0
6.3,0.34,0.52,6.3,0.047,63,0.99481,3.18,0.44,9.6,123,0
7.4,0.16,0.3,13.7,0.056,33,0.99825,2.9,0.44,8.7,135,2
7.4,0.16,0.3,13.7,0.056,33,0.99825,2.9,0.44,8.7,135,2
7.4,0.16,0.3,13.7,0.056,33,0.99825,2.9,0.44,8.7,135,2
7.4,0.16,0.3,13.7,0.056,33,0.99825,2.9,0.44,8.7,135,2
7.4,0.16,0.3,13.7,0.056,33,0.99825,2.9,0.44,8.7,135,2
7.4,0.16,0.3,13.7,0.056,33,0.99825,2.9,0.44,8.7,135,2
7.2,0.26,0.38,1.5,0.061,12,0.99192,3.18,0.46,10.4,108,0
7,0.31,0.35,1.6,0.063,13,0.99184,3.22,0.5,10.7,106,0
6.6,0.22,0.35,1.4,0.05,23,0.99019,3.17,0.48,12,60,2
5.8,0.23,0.31,3.5,0.044,35,0.98998,3.19,0.37,12.1,123,2
6.3,0.17,0.32,1,0.04,39,0.98886,3.31,0.4,13.1,79,2
6,0.19,0.26,1.4,0.039,30,0.98998,3.32,0.41,12.4,74,1
6.7,0.21,0.34,1.5,0.035,45,0.98949,3.24,0.36,12.6,78,2
7.4,0.16,0.3,13.7,0.056,33,0.99825,2.9,0.44,8.7,135,2
6.6,0.22,0.37,1.6,0.04,31,0.99009,3.15,0.66,12,70,0
6.8,0.34,0.27,5.2,0.06,14,0.99252,3.27,0.57,11.6,155,1
6.3,0.24,0.22,11.9,0.05,65,0.99659,3.06,0.58,9.3,114,1
6.9,0.35,0.39,2.4,0.048,25,0.99133,3.2,0.54,11.1,132,2
6.8,0.24,0.33,3.2,0.049,68,0.99324,3.1,0.69,10.2,93,1
6.4,0.25,0.33,1.7,0.037,35,0.99164,3.23,0.66,10.6,78,1
5.8,0.19,0.33,4.2,0.038,49,0.99107,3.16,0.42,11.3,84,2
6.6,0.25,0.32,5.6,0.039,15,0.99163,2.96,0.52,11.1,53,1
7.5,0.38,0.56,9.7,0.055,15,0.99605,3.13,0.65,9.9,155,1
6.2,0.3,0.3,2.5,0.041,29,0.99065,3.31,0.61,11.8,53,2
6.4,0.33,0.28,4,0.04,24,0.9903,3.26,0.64,12.6,57,2
7.6,0.27,0.32,1.2,0.043,23,0.99236,3.06,0.68,10.5,49,0
5.9,0.24,0.34,2,0.037,40,0.98948,3.19,0.5,12.3,68,1
5.3,0.33,0.3,1.2,0.048,25,0.99045,3.32,0.62,11.3,94,1
7,0.22,0.3,1.4,0.04,14,0.98985,3.2,0.33,12,49,1
7.8,0.27,0.35,1.2,0.05,36,0.99138,3.09,0.45,11.2,104,0
6.7,0.2,0.24,6.5,0.044,28,0.99348,3.12,0.33,10.2,72,1
8.1,0.27,0.33,1.3,0.045,26,0.99066,2.98,0.44,12.4,74,1
6.7,0.2,0.24,6.5,0.044,28,0.99348,3.12,0.33,10.2,72,1
7.1,0.45,0.24,2.7,0.04,24,0.98862,2.94,0.38,13.4,63,2
5.8,0.22,0.29,1.3,0.036,25,0.98865,3.24,0.35,12.6,43,1
6.3,0.3,0.48,7.4,0.053,34,0.99472,3.18,0.53,9.8,115,0
7.9,0.36,0.53,12.9,0.049,63,0.99792,2.94,0.45,9.1,76,0
8.1,0.27,0.33,1.3,0.045,26,0.99066,2.98,0.44,12.4,74,1
8,0.24,0.33,1.2,0.044,28,0.99035,3.03,0.43,12.5,73,1
6.7,0.41,0.27,2.6,0.033,25,0.99086,3.05,0.34,11.7,60,1
6.7,0.24,0.31,2.3,0.044,37,0.99013,3.29,0.46,12.9,76,1
6.2,0.3,0.32,1.3,0.054,27,0.99266,3.3,0.43,10.1,156,0
6.9,0.26,0.38,10.5,0.044,33,0.99517,3.06,0.5,10.3,106,1
6.7,0.41,0.27,2.6,0.033,25,0.99086,3.05,0.34,11.7,60,1
5.9,0.32,0.2,14.4,0.05,29,0.99666,3.24,0.41,10.3,115,1
6.1,0.25,0.3,1.2,0.036,42,0.991,3.34,0.56,10.8,65,2
5.6,0.23,0.29,3.1,0.023,19,0.99068,3.25,0.51,11.2,70,1
6.6,0.23,0.32,1.7,0.024,26,0.99084,3.29,0.6,11.8,76,1
6,0.17,0.21,6,0.05,26,0.9939,3.08,0.54,9.8,108,1
7.1,0.38,0.42,11.8,0.041,32,0.99624,3.04,0.49,10,161,1
6.6,0.31,0.37,6.2,0.052,13,0.99602,3.24,0.39,8.8,151,0
7,0.44,0.24,12.1,0.056,68,0.99718,3.05,0.5,9.5,142,0
7,0.44,0.24,12.1,0.056,68,0.99718,3.05,0.5,9.5,142,0
7,0.44,0.24,12.1,0.056,68,0.99718,3.05,0.5,9.5,142,0
6.1,0.38,0.14,3.9,0.06,27,0.99344,3.07,0.34,9.2,86,0
8,0.33,0.32,4.6,0.041,31,0.99184,2.92,0.74,12.2,149,1
7,0.44,0.24,12.1,0.056,68,0.99718,3.05,0.5,9.5,142,0
6,0.19,0.29,1.2,0.046,29,0.99033,3.22,0.53,11.3,63,1
6.3,0.28,0.34,8.1,0.038,44,0.99248,3.26,0.29,12.1,85,1
6.1,0.38,0.14,3.9,0.06,27,0.99344,3.07,0.34,9.2,86,0
5.3,0.43,0.11,1.1,0.029,6,0.99076,3.51,0.48,11.2,45,0
5.4,0.22,0.35,6.5,0.029,26,0.99092,3.29,0.44,12.5,61,2
6.2,0.345,0.27,10.1,0.056,38,0.99486,3.31,0.56,10.6,149,0
5.6,0.255,0.57,10.7,0.056,66,0.99464,3.25,0.61,10.4,105,2
5.2,0.2,0.27,3.2,0.047,16,0.99235,3.44,0.53,10.1,77,2
6.2,0.29,0.23,12.4,0.048,33,0.99612,3.11,0.56,9.9,168,1
6.3,0.26,0.25,5.2,0.046,11,0.99202,2.97,0.68,11,122,1
6,0.22,0.23,5,0.045,10,0.99261,2.94,0.63,10,112,1
7.5,0.35,0.37,2.5,0.066,29,0.98964,3.14,0.42,12.7,60,1
6.6,0.39,0.28,9.2,0.036,10,0.99206,3.07,0.35,12.1,82,1
6.3,0.23,0.33,6.9,0.052,23,0.9938,3.23,0.46,10.4,95,1
6.3,0.22,0.3,2,0.05,23,0.99204,3.24,0.47,10.4,97,1
6.4,0.29,0.18,15,0.04,21,0.99736,3.14,0.5,9.2,95,0
6.4,0.29,0.18,15,0.04,21,0.99736,3.14,0.5,9.2,95,0
7.5,0.23,0.3,1.2,0.03,27,0.99192,3.05,0.68,10.5,53,0
6.4,0.29,0.18,15,0.04,21,0.99736,3.14,0.5,9.2,95,0
6.5,0.26,0.24,10.8,0.042,47,0.996,3.08,0.4,10.1,83,1
6.4,0.27,0.29,3.9,0.034,62,0.99237,3.1,0.59,11.1,78,1
5.9,0.22,0.29,4.2,0.037,69,0.99214,3.13,0.74,10.8,75,2
6.8,0.26,0.26,2,0.019,23.5,0.99041,3.16,0.47,11.8,48.5,1
7.6,0.36,0.48,13.5,0.038,44,0.9982,3.04,0.48,9.2,72,0
7.6,0.35,0.47,13.3,0.037,42,0.99822,3.04,0.5,9.2,74,0
5.7,0.18,0.26,2.2,0.023,21,0.9893,3.07,0.54,12.3,74,1
5.9,0.14,0.2,1.6,0.04,26,0.99105,3.25,0.45,11.4,88,1
5.5,0.23,0.19,2.2,0.044,39,0.99209,3.19,0.43,10.4,122,1
6.7,0.11,0.26,14.8,0.053,44,0.99676,3.2,0.35,9.8,51,1
7,0.24,0.24,1.8,0.047,29,0.99251,3.3,0.43,9.9,62,1
6.7,0.11,0.26,14.8,0.053,44,0.99676,3.2,0.35,9.8,51,1
5.3,0.47,0.1,1.3,0.036,11,0.99082,3.48,0.54,11.2,63,0
7.5,0.29,0.24,9.9,0.058,25,0.99567,3.15,0.46,10.9,90,0
6,0.33,0.26,5.1,0.051,16,0.99416,3.15,0.41,9.2,103,0
6,0.33,0.26,5.1,0.051,16,0.99416,3.15,0.41,9.2,103,0
5.8,0.32,0.23,1.5,0.033,39,0.9887,2.96,0.35,12,82,0
5.8,0.3,0.23,1.5,0.034,37,0.98871,2.96,0.34,12.1,84,1
6.2,0.36,0.22,5.25,0.038,44,0.99184,3.22,0.4,11.2,101,1
6,0.31,0.27,2.3,0.042,19,0.98952,3.32,0.41,12.7,101,2
5.8,0.2,0.16,1.4,0.042,44,0.98912,3.23,0.37,12.2,55,1
6.2,0.36,0.22,5.25,0.038,44,0.99184,3.22,0.4,11.2,101,1
6,0.31,0.27,2.3,0.042,19,0.98952,3.32,0.41,12.7,101,2
6,0.29,0.27,2.3,0.044,20,0.9895,3.31,0.41,12.7,97,2
5.7,0.22,0.29,3.5,0.04,27,0.98999,3.17,0.36,12.1,119,1
7.1,0.46,0.23,13.7,0.045,44,0.9981,3.11,0.53,9.4,148,0
6.6,0.21,0.3,9.9,0.041,64,0.995,3.07,0.5,10.1,110,1
6.9,0.42,0.2,15.4,0.043,57,0.99848,3.08,0.54,9.4,144,0
5.7,0.22,0.2,16,0.044,41,0.99862,3.22,0.46,8.9,72,1
5.7,0.22,0.2,16,0.044,41,0.99862,3.22,0.46,8.9,72,1
5.7,0.22,0.2,16,0.044,41,0.99862,3.22,0.46,8.9,72,1
5.7,0.22,0.2,16,0.044,41,0.99862,3.22,0.46,8.9,72,1
5.2,0.31,0.2,2.4,0.027,27,0.98886,3.56,0.45,13,90,2
7.2,0.22,0.35,5.5,0.054,37,0.99474,3.08,0.5,10.3,146,0
5.6,0.18,0.29,2.3,0.04,5,0.99126,3.07,0.45,10.1,42,0
6.2,0.24,0.27,16.8,0.04,48,0.99691,3.23,0.38,10.5,81,1
5.7,0.22,0.2,16,0.044,41,0.99862,3.22,0.46,8.9,72,1
5.7,0.26,0.24,17.8,0.059,23,0.99773,3.3,0.5,10.1,101,0
5.7,0.26,0.24,17.8,0.059,23,0.99773,3.3,0.5,10.1,101,0
6,0.2,0.26,6.8,0.049,22,0.9928,3.15,0.42,11,71,1
6,0.2,0.26,6.8,0.049,22,0.9928,3.15,0.42,11,71,1
6,0.2,0.26,6.8,0.049,22,0.9928,3.15,0.42,11,71,1
6,0.2,0.26,6.8,0.049,22,0.9928,3.15,0.42,11,71,1
7.6,0.28,0.17,1.6,0.046,28,0.99288,3.08,0.43,10,89,0
7,0.2,0.33,4.7,0.03,25,0.99202,2.88,0.54,10.5,51,1
6.6,0.26,0.27,11.8,0.048,28,0.99606,2.87,0.49,9.7,84,1
5.7,0.26,0.24,17.8,0.059,23,0.99773,3.3,0.5,10.1,101,0
7.2,0.21,0.36,15.7,0.045,68,0.99922,3.25,0.76,9.4,115,0
6.9,0.22,0.32,5.8,0.041,20,0.99296,3.17,0.55,11.2,99,1
7.2,0.21,0.36,15.7,0.045,68,0.99922,3.25,0.76,9.4,115,0
7.4,0.22,0.28,9,0.046,22,0.99468,3.1,0.55,10.8,99,0
7.2,0.21,0.36,15.7,0.045,68,0.99922,3.25,0.76,9.4,115,0
6.9,0.22,0.32,5.8,0.041,20,0.99296,3.17,0.55,11.2,99,1
7,0.2,0.35,8.8,0.037,31,0.99388,3.13,0.49,11,72,1
7.1,0.39,0.39,11.1,0.034,25,0.99616,3.05,0.52,10,179,1
6.9,0.26,0.29,4.2,0.043,33,0.9902,3.16,0.31,12.5,81,1
6.1,0.24,0.25,1.6,0.044,24,0.9921,3.39,0.59,10.9,91,1
5.9,0.25,0.24,7.4,0.044,21,0.99462,3.38,0.58,10.5,92,1
6.1,0.24,0.27,11.5,0.05,51,0.99476,3.22,0.37,10.8,82,1
6.5,0.22,0.27,1.6,0.039,36,0.99178,3.38,0.57,11,80,2
6.2,0.26,0.29,2,0.036,16,0.99081,3.33,0.61,11.8,71,1
6.6,0.34,0.25,4.8,0.038,16,0.99198,3.36,0.71,12.6,105,1
5.6,0.225,0.24,9.8,0.054,59,0.99545,3.17,0.39,10.2,81,1
7.1,0.23,0.28,1.9,0.046,33,0.98997,3.12,0.31,12,70,0
6.9,0.26,0.29,4.2,0.043,33,0.9902,3.16,0.31,12.5,81,1
6.4,0.27,0.3,1.6,0.04,19,0.99089,3.32,0.65,11.5,67,1
6.3,0.41,0.22,7.3,0.035,23,0.99172,3.2,0.39,11.94,94,2
6.7,0.41,0.24,5.4,0.035,33,0.9901,3.12,0.44,12.89333333,82,2
6.7,0.34,0.26,1.9,0.038,58,0.9893,3,0.47,12.2,80,2
6.3,0.41,0.22,7.3,0.035,23,0.99172,3.2,0.39,11.94,94,2
6.7,0.41,0.24,5.4,0.035,33,0.9901,3.12,0.44,12.89333333,82,2
6.4,0.26,0.35,7.7,0.056,45,0.99527,3.16,0.5,9.5,146,0
6.3,0.28,0.22,11.5,0.036,27,0.99445,3,0.33,10.6,123,1
7.4,0.16,0.33,1.2,0.042,47,0.99198,3.04,0.68,10.5,74,2
8.4,0.27,0.3,2.2,0.037,36,0.99085,2.89,0.3,11.46666667,93,1
5.9,0.2,0.28,1,0.043,45,0.99033,3.4,0.41,11.4,55,1
6.4,0.24,0.26,8.2,0.054,47,0.99538,3.12,0.5,9.5,135,0
7.4,0.38,0.34,8.3,0.052,44,0.99627,3.11,0.52,9.2,124,0
6.4,0.24,0.26,8.2,0.054,47,0.99538,3.12,0.5,9.5,135,0
6.4,0.42,0.19,9.3,0.043,28,0.99433,3.23,0.53,10.98,117,0
6.4,0.23,0.26,8.1,0.054,47,0.9954,3.12,0.49,9.4,134,0
6.4,0.24,0.26,8.2,0.054,47,0.99538,3.12,0.5,9.5,135,0
7.4,0.38,0.34,8.3,0.052,44,0.99627,3.11,0.52,9.2,124,0
7.3,0.19,0.27,13.9,0.057,45,0.99807,2.94,0.41,8.8,110,2
7.3,0.19,0.27,13.9,0.057,45,0.99807,2.94,0.41,8.8,110,2
7.3,0.19,0.27,13.9,0.057,45,0.99807,2.94,0.41,8.8,110,2
7.3,0.19,0.27,13.9,0.057,45,0.99807,2.94,0.41,8.8,110,2
7.3,0.19,0.27,13.9,0.057,45,0.99807,2.94,0.41,8.8,110,2
7.3,0.19,0.27,13.9,0.057,45,0.99807,2.94,0.41,8.8,110,2
7.3,0.19,0.27,13.9,0.057,45,0.99807,2.94,0.41,8.8,110,2
6.8,0.24,0.29,2,0.044,15,0.99232,3.23,0.64,10.4,81,2
7.3,0.19,0.27,13.9,0.057,45,0.99807,2.94,0.41,8.8,110,2
7.4,0.27,0.52,15.7,0.054,36,0.99788,3.04,0.62,10.03333333,103,1
5.7,0.28,0.35,1.2,0.052,39,0.99108,3.44,0.69,11.3,102,1
5.8,0.22,0.25,1.5,0.024,21,0.99234,3.37,0.58,10.4,88,1
7.1,0.2,0.35,3.2,0.034,21,0.99195,3.11,0.54,11.1,86,1
7.1,0.23,0.3,2.6,0.034,62,0.99121,3.03,0.56,11.3,86,2
7.6,0.31,0.52,13.2,0.042,61,0.99839,2.98,0.47,9.1,87,1
7,0.36,0.25,5.7,0.015,14,0.98963,2.82,0.59,13.2,59,1
6.4,0.31,0.28,2.5,0.039,34,0.98946,3.22,0.38,12.7,103,1
7.3,0.28,0.35,1.6,0.054,31,0.99178,3.18,0.47,10.7,117,0
7.4,0.16,0.3,1.4,0.064,34,0.99136,3.11,0.42,11.43333333,132,1
6.4,0.31,0.27,7.4,0.049,48,0.99323,3.27,0.45,11.1,121,1
6.4,0.31,0.28,2.5,0.039,34,0.98946,3.22,0.38,12.7,103,1
6.2,0.29,0.29,5.6,0.046,35,0.99313,3.25,0.51,10.53333333,143,0
5.9,0.28,0.34,3.6,0.04,50,0.9912,3.31,0.52,11.6,144,1
6.5,0.23,0.2,7.5,0.05,44,0.99504,3.18,0.48,9.533333333,135,0
7.2,0.34,0.2,5.8,0.062,52,0.99461,3.17,0.44,9.8,151,1
7.3,0.28,0.35,1.6,0.054,31,0.99178,3.18,0.47,10.7,117,0
6.5,0.2,0.33,1.5,0.039,36,0.99008,3.22,0.65,12,74,1
6.2,0.24,0.27,2.9,0.039,30,0.98959,3.12,0.37,12.8,93,1
7.1,0.31,0.25,11.2,0.048,32,0.99663,3.14,0.4,9.5,104,0
6.4,0.29,0.21,9.65,0.041,36,0.99334,2.99,0.34,10.93333333,83,1
6.3,0.19,0.33,10.1,0.063,63,0.99561,2.86,0.41,9.1,70,0
5.9,0.29,0.28,3.2,0.035,16,0.98959,3.26,0.42,12.6,101,1
7.1,0.31,0.25,11.2,0.048,32,0.99663,3.14,0.4,9.5,104,0
6.5,0.3,0.28,11.45,0.041,29,0.99418,2.98,0.3,10.9,80,1
6.4,0.29,0.21,9.65,0.041,36,0.99334,2.99,0.34,10.93333333,83,1
7,0.23,0.28,2.7,0.053,16,0.99372,3.18,0.56,9.3,76,0
7.1,0.23,0.23,3.5,0.038,23,0.99157,3.05,0.37,11.36666667,89,1
6.1,0.26,0.28,1.7,0.043,24,0.98918,3.14,0.44,12.5,74,1
6.4,0.35,0.21,2.1,0.051,46,0.9932,3.16,0.5,9.5,125,0
6,0.32,0.32,4.8,0.041,40,0.99235,3.22,0.54,11,146,1
6.1,0.34,0.21,5,0.042,17,0.99373,3.02,0.53,9.4,116,0
6.5,0.13,0.27,2.6,0.035,32,0.9914,3.21,0.76,11.33333333,44,1
6.5,0.315,0.2,6.6,0.041,9,0.99494,2.94,0.51,8.8,117,0
6.1,0.34,0.21,5,0.042,17,0.99373,3.02,0.53,9.4,116,0
5.7,0.31,0.29,7.3,0.05,33,0.99332,3.31,0.5,11.06666667,110,1
6.4,0.3,0.27,5,0.058,27,0.99198,3.22,0.49,12.2,124,1
7,0.24,0.26,1.7,0.041,31,0.99142,3.2,0.53,11,79,1
6.5,0.13,0.27,2.6,0.035,32,0.9914,3.21,0.76,11.33333333,44,1
6.4,0.26,0.21,8.2,0.05,51,0.99542,3.23,0.48,9.5,131,0
6.4,0.26,0.21,8.2,0.05,51,0.99542,3.23,0.48,9.5,131,0
6,0.27,0.31,5,0.043,54,0.9924,3.28,0.52,11,116,1
7.1,0.21,0.33,1.2,0.039,34,0.99112,3.11,0.75,11.2,63,1
6.7,0.26,0.29,7.1,0.036,28,0.99534,3.08,0.36,9.3,72,1
6.3,0.28,0.22,9.5,0.04,30,0.99338,3.05,0.31,10.8,81,0
6.2,0.25,0.44,15.8,0.057,39,0.99804,3.14,0.51,9.2,128,0
6.2,0.25,0.44,15.8,0.057,39,0.99804,3.14,0.51,9.2,128,0
6.4,0.18,0.28,17.05,0.047,53,0.99724,3.25,0.35,10.5,86,1
6.3,0.2,0.26,12.7,0.046,60,0.99526,3.26,0.35,10.8,83,1
6.6,0.24,0.22,12.3,0.051,35,0.99676,3.1,0.67,9.4,111,0
7.4,0.27,0.26,11.8,0.053,55,0.99699,3.11,0.6,9.8,118,0
7.4,0.27,0.26,11.8,0.053,55,0.99699,3.11,0.6,9.8,118,0
7.4,0.27,0.26,11.8,0.053,55,0.99699,3.11,0.6,9.8,118,0
6.6,0.24,0.22,12.3,0.051,35,0.99676,3.1,0.67,9.4,111,0
7.4,0.27,0.26,11.8,0.053,55,0.99699,3.11,0.6,9.8,118,0
6.8,0.43,0.26,5.2,0.043,40,0.99116,3.17,0.41,12.3,136,1
5.2,0.22,0.46,6.2,0.066,41,0.99362,3.19,0.42,9.733333333,146,0
5.9,0.29,0.16,7.9,0.044,48,0.99512,3.21,0.36,9.4,149,0
5.9,0.29,0.16,7.9,0.044,48,0.99512,3.21,0.36,9.4,149,0
6.3,0.29,0.29,3.3,0.037,32,0.9895,3.17,0.36,12.8,108,2
6.3,0.19,0.32,2.8,0.046,18,0.99043,2.92,0.47,11.05,62,1
5.7,0.29,0.16,7.9,0.044,48,0.99512,3.21,0.36,9.4,149,0
6.3,0.29,0.29,3.3,0.037,32,0.9895,3.17,0.36,12.8,108,2
5.7,0.24,0.47,6.3,0.069,35,0.99391,3.11,0.46,9.733333333,147,0
5.8,0.3,0.38,4.9,0.039,22,0.98963,3.23,0.58,13.1,64,2
7.1,0.27,0.27,10.4,0.041,26,0.99335,3.04,0.52,11.5,88,2
5.8,0.3,0.38,4.9,0.039,22,0.98963,3.23,0.58,13.1,64,2
7.1,0.27,0.27,10.4,0.041,26,0.99335,3.04,0.52,11.5,88,2
6.3,0.305,0.22,16,0.061,26,0.99824,3.08,0.5,9.1,115,0
5.7,0.24,0.47,6.3,0.069,35,0.99391,3.11,0.46,9.75,147,0
6.2,0.22,0.28,2.2,0.04,24,0.9917,3.19,0.48,10.5,101,1
6.6,0.22,0.23,17.3,0.047,37,0.99906,3.08,0.46,8.8,81,1
6.6,0.22,0.23,17.3,0.047,37,0.99906,3.08,0.46,8.8,81,1
6.6,0.22,0.23,17.3,0.047,37,0.99906,3.08,0.46,8.8,81,1
6.6,0.22,0.23,17.3,0.047,37,0.99906,3.08,0.46,8.8,81,1
6.2,0.22,0.28,2.2,0.04,24,0.9917,3.19,0.48,10.5,101,1
6.2,0.22,0.28,2.2,0.04,24,0.9917,3.19,0.48,10.5,101,1
6.6,0.22,0.23,17.3,0.047,37,0.99906,3.08,0.46,8.8,81,1
6.1,0.22,0.5,6.6,0.045,30,0.99415,3.22,0.49,9.9,92,1
6.2,0.21,0.52,6.5,0.047,28,0.99418,3.22,0.49,9.9,95,1
6.3,0.32,0.26,12.3,0.044,24,0.99611,3.11,0.58,9.9,181,0
6.9,0.44,0.27,5,0.038,33,0.99124,3.2,0.42,12.2,133,1
6.1,0.31,0.34,2.8,0.042,59.5,0.99179,3.27,0.47,10.8,102.5,1
6.6,0.38,0.28,2.8,0.043,17,0.98924,3.21,0.47,13.2,50,1
6.7,0.24,0.26,5.4,0.03,15,0.99045,3.15,0.38,12.7,79,1
7.2,0.24,0.24,1.7,0.045,18,0.99196,3.25,0.53,11.2,143,1
6.5,0.29,0.3,9.15,0.051,25,0.99339,3.24,0.56,11.33333333,141,1
6.7,0.28,0.28,4.5,0.051,14,0.99224,3.36,0.58,11.9,78,1
6.5,0.29,0.3,9.15,0.051,25,0.99339,3.24,0.56,11.35,141,1
6.1,0.21,0.19,1.4,0.046,51,0.99184,3.22,0.39,10.5,80,0
7.2,0.47,0.16,5.9,0.048,14,0.99428,3.09,0.49,9.8,111,0
6.7,0.34,0.31,16.4,0.051,20,0.99834,3.06,0.54,9.1,126,0
6.6,0.27,0.25,1.2,0.033,36,0.98918,3.16,0.37,12.4,75,1
6.7,0.34,0.31,16.4,0.051,20,0.99834,3.06,0.54,9.1,126,0
7.2,0.47,0.16,5.9,0.048,14,0.99428,3.09,0.49,9.8,111,0
5,0.35,0.25,7.8,0.031,24,0.99241,3.39,0.4,11.3,92,1
5,0.35,0.25,7.8,0.031,24,0.99241,3.39,0.4,11.3,92,1
6.6,0.38,0.29,2.9,0.035,15,0.98916,3.04,0.37,12.5,86,1
7.3,0.3,0.25,2.5,0.045,32,0.99329,3.18,0.54,10.3,90,0
6.4,0.28,0.22,12.8,0.039,51,0.99535,3.23,0.43,10.7,99,1
6.9,0.29,0.25,12.2,0.04,29,0.99552,3.05,0.65,10.4,107,1
6.3,0.3,0.19,7.7,0.049,47,0.99514,3.22,0.48,9.5,137,0
6.3,0.39,0.22,2.8,0.048,53,0.99304,3.24,0.45,9.8,120,0
6.6,0.38,0.29,2.9,0.035,15,0.98916,3.04,0.37,12.5,86,1
6.6,0.18,0.26,17.3,0.051,17,0.9984,3,0.43,9.4,132,1
6,0.28,0.29,19.3,0.051,36,0.99911,3.14,0.5,9,138,0
6,0.28,0.29,19.3,0.051,36,0.99911,3.14,0.5,9,138,0
6,0.28,0.29,19.3,0.051,36,0.99911,3.14,0.5,9,138,0
6.6,0.35,0.26,2.7,0.045,19,0.98952,3.24,0.48,13,110,2
5.9,0.22,0.18,6.4,0.041,28,0.99403,3.27,0.5,9.9,92,0
6.6,0.18,0.26,17.3,0.051,17,0.9984,3,0.43,9.4,132,1
7.7,0.28,0.24,2.4,0.044,29,0.99312,3.27,0.56,10.6,128,1
7.1,0.42,0.2,2.8,0.038,28,0.98968,3.23,0.47,13.4,81,1
6.7,0.32,0.32,1.7,0.031,31,0.98946,3.12,0.35,12.5,83,1
